,date,price,bedrooms,bathrooms,sqft_living,floors,sqft_above,sqft_basement,street,statezip,county,country,view_Bay/Lake,view_Mountain/Forest,view_Street,waterfront_No,waterfront_Yes,city_Bellevue,city_Mercer Island,city_others
1020,5/20/2014,325000,4,2.25,1870,1.0,1170,700,12813 81st Ave NE,WA 98034,King County,USA,0,0,1,1,0,0,0,1
1021,5/20/2014,329900,3,2.5,2170,2.0,2170,0,22639 SE 280th Pl,WA 98038,King County,USA,0,0,1,1,0,0,0,1
1022,5/20/2014,329000,4,2.5,1600,1.0,830,770,6048 26th Ave SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
1023,5/20/2014,494000,4,1.75,2090,1.5,1250,840,5011 SW Dawson St,WA 98136,King County,USA,0,0,1,1,0,0,0,1
1024,5/20/2014,206000,4,2.0,1700,1.0,1700,0,606 5th St SE,WA 98002,King County,USA,0,0,1,1,0,0,0,1
1025,5/20/2014,423000,4,1.75,1940,1.0,970,970,11207 Evanston Ave N,WA 98133,King County,USA,0,0,1,1,0,0,0,1
1026,5/20/2014,259000,3,1.0,1320,1.0,1320,0,2931 NE 5th Pl,WA 98056,King County,USA,0,0,1,1,0,0,0,1
1027,5/20/2014,879950,4,2.25,3500,1.0,1830,1670,10599 Marine View Dr SW,WA 98146,King County,USA,1,0,0,1,0,0,0,1
1028,5/20/2014,345600,5,3.5,2800,2.5,2800,0,352 17th Ave,WA 98122,King County,USA,0,0,1,1,0,0,0,1
1029,5/20/2014,395000,3,1.5,1080,1.5,1080,0,7505 Ravenna Ave NE,WA 98115,King County,USA,0,0,1,1,0,0,0,1
1030,5/20/2014,625000,4,2.5,3550,2.0,3550,0,6519 Sword Fern Ave SE,WA 98065,King County,USA,0,0,1,1,0,0,0,1
1031,5/20/2014,439000,3,2.0,2010,2.0,1510,500,16103 Kelly Rd NE,WA 98019,King County,USA,0,0,1,1,0,0,0,1
1032,5/20/2014,380000,3,1.75,1690,2.0,1380,310,4355 Jill Pl S,WA 98108,King County,USA,0,0,1,1,0,0,0,1
1033,5/20/2014,440000,3,1.5,1270,3.0,1270,0,9608 Roosevelt Way NE,WA 98115,King County,USA,0,0,1,1,0,0,0,1
1034,5/20/2014,415000,3,2.25,1970,2.0,1680,290,4351 Jill Pl S,WA 98108,King County,USA,0,0,1,1,0,0,0,1
1035,5/20/2014,860000,4,2.75,3160,2.0,3160,0,13009 NE 74th St,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1036,5/20/2014,500000,3,2.5,1210,3.0,1210,0,3903 Woodland Park Ave N,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1037,5/20/2014,953007,4,3.5,3120,2.0,2480,640,6511 37th Ave NE,WA 98115,King County,USA,0,0,1,1,0,0,0,1
1038,5/20/2014,515000,4,2.5,2670,2.0,2670,0,5407 NE 3rd Pl,WA 98059,King County,USA,0,0,1,1,0,0,0,1
1039,5/20/2014,772000,3,2.25,1640,3.0,1640,0,122 27th Ave E,WA 98112,King County,USA,0,0,1,1,0,0,0,1
1040,5/20/2014,329995,4,2.5,2303,2.0,2303,0,38068 41st Pl S,WA 98001,King County,USA,0,0,1,1,0,0,0,1
1041,5/20/2014,409316,3,2.5,1800,2.0,1800,0,7416 Better Way Loop SE,WA 98065,King County,USA,0,0,1,1,0,0,0,1
1042,5/20/2014,490000,5,3.5,4460,3.0,3280,1180,1400 10th Ave W,WA 98119,King County,USA,0,1,0,1,0,0,0,1
1043,5/20/2014,305000,2,2.5,1590,2.0,1220,370,5937 Delridge Way SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
1044,5/20/2014,785000,4,3.5,3070,2.0,2190,880,2500-2556 NW Alpine Crest Way,WA 98027,King County,USA,0,0,1,1,0,0,0,1
1045,5/21/2014,240000,2,1.75,1330,1.0,1330,0,17451 42nd Ln S,WA 98188,King County,USA,0,0,1,1,0,0,0,1
1046,5/21/2014,325000,3,1.0,990,1.0,990,0,11502 Corliss Ave N,WA 98133,King County,USA,0,0,1,1,0,0,0,1
1047,5/21/2014,535800,4,2.5,1900,2.0,1900,0,4136 258th Ave SE,WA 98029,King County,USA,0,0,1,1,0,0,0,1
1048,5/21/2014,720000,3,2.5,2020,3.0,2020,0,208 N 45th St,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1049,5/21/2014,374000,3,1.75,2000,1.0,2000,0,12401 NE 108th Ln,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1050,5/21/2014,189650,2,1.75,1100,1.0,1100,0,1215 S 211th St,WA 98198,King County,USA,0,0,1,1,0,0,0,1
1051,5/21/2014,420850,1,1.0,960,1.0,960,0,10815 E Lake Joy Dr NE,WA 98014,King County,USA,0,0,1,1,0,0,0,1
1052,5/21/2014,815000,4,2.75,3488,2.0,3488,0,321 246th Way SE,WA 98074,King County,USA,0,0,1,1,0,0,0,1
1053,5/21/2014,1065000,2,1.75,1890,2.0,1890,0,130 97th Ave NE,WA 98004,King County,USA,0,0,1,1,0,1,0,0
1054,5/21/2014,199000,4,2.0,2030,2.0,2030,0,11226 57th Ave S,WA 98178,King County,USA,0,0,1,1,0,0,0,1
1055,5/21/2014,195000,3,1.75,1380,1.0,990,390,18600-18698 SE 259th Pl,WA 98042,King County,USA,0,0,1,1,0,0,0,1
1056,5/21/2014,1506000,4,3.25,3660,2.5,3360,300,1020 15th Ave E,WA 98112,King County,USA,0,0,1,1,0,0,0,1
1057,5/21/2014,288400,3,2.25,1870,2.0,1870,0,3901 NE 5th Pl,WA 98056,King County,USA,0,0,1,1,0,0,0,1
1058,5/21/2014,442000,4,2.25,2080,1.0,1220,860,1740 216th Pl NE,WA 98074,King County,USA,0,0,1,1,0,0,0,1
1059,5/21/2014,619420,4,2.75,2450,2.0,2450,0,8537 135th Ave SE,WA 98059,King County,USA,0,0,1,1,0,0,0,1
1060,5/21/2014,635000,4,2.25,2750,1.0,1500,1250,3821 39th Ave S,WA 98118,King County,USA,0,0,1,1,0,0,0,1
1061,5/21/2014,210000,3,1.0,1240,1.0,1240,0,9612-9618 Renton Ave S,WA 98118,King County,USA,0,0,1,1,0,0,0,1
1062,5/21/2014,512500,3,2.5,1900,2.0,1900,0,11125 115th Ave NE,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1063,5/21/2014,567000,3,2.5,2540,2.0,2540,0,7913-7935 79th Way NE,WA 98034,King County,USA,0,0,1,1,0,0,0,1
1064,5/21/2014,525000,3,2.75,2100,2.0,1510,590,3 Ober Strasse,WA 98068,Kittitas County,USA,0,0,1,1,0,0,0,1
1065,5/21/2014,475000,4,2.0,1790,1.0,840,950,1017 N 38th St,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1066,5/21/2014,250000,3,2.0,1170,1.0,1170,0,29812 55th Pl S,WA 98001,King County,USA,0,0,1,1,0,0,0,1
1067,5/21/2014,220000,3,1.0,1060,1.0,1060,0,1122 Harding St,WA 98022,King County,USA,0,1,0,1,0,0,0,1
1068,5/21/2014,230000,5,2.0,1930,1.5,1930,0,10645 2nd Ave SW,WA 98146,King County,USA,0,0,1,1,0,0,0,1
1069,5/21/2014,385500,3,2.0,1540,1.0,1120,420,9215 NE 183rd St,WA 98011,King County,USA,0,0,1,1,0,0,0,1
1070,5/21/2014,895000,5,3.0,2876,1.0,1970,906,5558 W Mercer Way,WA 98040,King County,USA,0,1,0,1,0,0,1,0
1071,5/21/2014,368250,3,2.5,2150,2.0,2150,0,932 223rd Pl NE,WA 98074,King County,USA,0,0,1,1,0,0,0,1
1072,5/21/2014,249900,2,1.0,1140,1.0,1140,0,9412 24th Ave SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
1073,5/21/2014,350000,3,1.5,980,1.0,980,0,9753 NE 127th Pl,WA 98034,King County,USA,0,0,1,1,0,0,0,1
1074,5/21/2014,175000,3,1.75,1230,1.0,1230,0,31649-31799 44th Ave S,WA 98001,King County,USA,0,0,1,1,0,0,0,1
1075,5/21/2014,270000,3,1.75,1390,1.0,860,530,5601-5605 21st Ave SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
1076,5/21/2014,495000,3,3.5,2380,2.0,1670,710,6521-6599 S Norfolk St,WA 98118,King County,USA,0,1,0,1,0,0,0,1
1077,5/21/2014,1580000,3,3.25,3690,2.0,3690,0,440 8th Ave,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1078,5/21/2014,542500,5,3.25,3010,1.5,2010,1000,16200-16398 252nd Ave SE,WA 98027,King County,USA,0,0,1,1,0,0,0,1
1079,5/21/2014,330000,3,1.0,1250,1.0,1250,0,17510 194th Ave NE,WA 98077,King County,USA,0,0,1,1,0,0,0,1
1080,5/21/2014,1003000,4,2.75,2290,2.0,2170,120,124 NE 63rd St,WA 98115,King County,USA,0,0,1,1,0,0,0,1
1081,5/21/2014,299800,2,1.0,790,1.0,790,0,8041-8299 Beacon Ave S,WA 98118,King County,USA,0,0,1,1,0,0,0,1
1082,5/21/2014,299900,3,2.5,2720,2.0,2720,0,29820 125th Pl SE,WA 98092,King County,USA,0,0,1,1,0,0,0,1
1083,5/21/2014,691000,4,2.75,2550,1.0,1700,850,4118 107th Pl NE,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1084,5/21/2014,195000,2,1.0,1080,1.0,1080,0,24807 10th Ave S,WA 98198,King County,USA,0,0,1,1,0,0,0,1
1085,5/21/2014,405000,3,1.75,2470,1.0,1570,900,1018 S 226th St,WA 98198,King County,USA,0,0,1,1,0,0,0,1
1086,5/21/2014,360000,2,0.75,850,1.0,550,300,2458 S Ferdinand St,WA 98108,King County,USA,0,1,0,1,0,0,0,1
1087,5/21/2014,256750,3,2.5,1990,1.0,1570,420,23255 133rd Ave SE,WA 98042,King County,USA,0,0,1,1,0,0,0,1
1088,5/21/2014,332500,3,2.25,1800,2.0,1800,0,23902 231st Pl SE,WA 98038,King County,USA,0,0,1,1,0,0,0,1
1089,5/21/2014,975000,5,4.0,4850,2.0,4850,0,13600 NE 36th Pl,WA 98005,King County,USA,0,0,1,1,0,1,0,0
1090,5/21/2014,218000,3,1.0,1020,1.0,1020,0,9455 8th Ave SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
1091,5/21/2014,429000,3,2.5,2420,2.0,1860,560,24998 SE 155th Pl,WA 98027,King County,USA,0,0,1,1,0,0,0,1
1092,5/21/2014,589000,4,2.5,2910,2.0,2910,0,6907 Fairway Ave SE,WA 98065,King County,USA,0,1,0,1,0,0,0,1
1093,5/21/2014,255000,3,1.5,1060,1.0,1060,0,19300 142nd Pl SE,WA 98058,King County,USA,0,0,1,1,0,0,0,1
1094,5/21/2014,668750,4,2.5,2340,1.0,1590,750,2148 NW 197th St,WA 98177,King County,USA,0,0,1,1,0,0,0,1
1095,5/21/2014,344500,4,2.75,1800,1.0,1050,750,1816 Talbot Rd S,WA 98055,King County,USA,0,0,1,1,0,0,0,1
1096,5/21/2014,452000,4,2.0,1660,1.0,850,810,7308 28th Ave SW,WA 98126,King County,USA,0,0,1,1,0,0,0,1
1097,5/21/2014,540000,3,1.75,1300,1.0,1300,0,26933 NE Union Hill Rd,WA 98053,King County,USA,0,0,1,1,0,0,0,1
1098,5/21/2014,246000,3,1.5,1780,1.0,1780,0,12432 16th Ave S,WA 98168,King County,USA,0,0,1,1,0,0,0,1
1099,5/21/2014,535000,2,1.0,1030,1.0,920,110,1317 N 79th St,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1100,5/21/2014,970000,4,3.25,2790,1.0,1130,1660,19400-19498 23rd Ave NW,WA 98177,King County,USA,0,1,0,1,0,0,0,1
1101,5/21/2014,430000,3,1.0,1150,1.0,1150,0,945 N 80th St,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1102,5/21/2014,520000,4,2.5,3290,2.0,3290,0,8020 NE 153rd Pl,WA 98028,King County,USA,0,0,1,1,0,0,0,1
1103,5/21/2014,712000,4,2.5,3400,2.0,3400,0,27728 SE 268th St,WA 98051,King County,USA,0,0,1,1,0,0,0,1
1104,5/21/2014,450000,2,1.0,1200,1.0,1070,130,3026 37th Ave SW,WA 98126,King County,USA,0,0,1,1,0,0,0,1
1105,5/21/2014,220000,4,2.5,2160,2.0,2160,0,767 Oakhurst Dr,WA 98047,King County,USA,0,0,1,1,0,0,0,1
1106,5/21/2014,525000,3,1.0,1450,1.0,950,500,5155 54th Ave S,WA 98118,King County,USA,0,0,1,1,0,0,0,1
1107,5/21/2014,1220000,4,2.5,3240,2.0,2060,1180,2433 1st Ave N,WA 98109,King County,USA,0,0,1,1,0,0,0,1
1108,5/21/2014,540000,3,2.0,1470,2.0,1000,470,1032 NE 63rd St,WA 98115,King County,USA,0,0,1,1,0,0,0,1
1109,5/21/2014,600000,4,2.5,2360,2.0,2360,0,8410 NE 124th St,WA 98034,King County,USA,0,0,1,1,0,0,0,1
1110,5/21/2014,600000,3,2.25,2230,2.0,2230,0,5718 147th Ave NE,WA 98007,King County,USA,0,0,1,1,0,1,0,0
1111,5/21/2014,625000,4,2.5,2630,2.0,2630,0,16021 NE 203rd Pl,WA 98072,King County,USA,0,0,1,1,0,0,0,1
1112,5/21/2014,150000,3,1.0,1010,1.0,1010,0,10626 Kelly Rd NE,WA 98014,King County,USA,0,0,1,1,0,0,0,1
1113,5/21/2014,389999,3,2.25,1445,2.0,1300,145,206 Lingering Pine Dr NW,WA 98027,King County,USA,0,0,1,1,0,0,0,1
1114,5/21/2014,285000,3,1.75,2380,1.5,1320,1060,8723 S 117th St,WA 98178,King County,USA,0,0,1,1,0,0,0,1
1115,5/21/2014,744000,4,2.75,2830,2.0,2830,0,26592 SE 15th St,WA 98075,King County,USA,0,0,1,1,0,0,0,1
1116,5/21/2014,700000,4,2.5,3010,2.0,3010,0,4375 279th Ave NE,WA 98053,King County,USA,0,0,1,1,0,0,0,1
1117,5/21/2014,318989,4,2.25,2000,1.0,2000,0,4231 SW 323rd St,WA 98023,King County,USA,0,0,1,1,0,0,0,1
1118,5/21/2014,556000,3,2.25,2020,2.0,2020,0,13031 NE 70th Dr,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1119,5/21/2014,275000,3,2.5,2030,2.0,2030,0,23418 SE 282nd Pl,WA 98038,King County,USA,0,0,1,1,0,0,0,1
1120,5/21/2014,430000,3,2.75,2550,2.0,2550,0,14540 5th Ave NE,WA 98155,King County,USA,0,0,1,1,0,0,0,1
1121,5/21/2014,300000,2,1.0,970,1.0,970,0,9807 22nd Ave SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
1122,5/21/2014,396450,3,1.75,1540,1.0,1540,0,1106-1128 Lewis Ln SE,WA 98027,King County,USA,0,0,1,1,0,0,0,1
1123,5/21/2014,225000,2,1.0,1396,1.0,1396,0,24841 Redmond-Fall City Rd NE,WA 98053,King County,USA,0,0,1,1,0,0,0,1
1124,5/21/2014,700000,4,3.25,2780,2.0,2780,0,543 N 138th St,WA 98133,King County,USA,0,0,1,1,0,0,0,1
1125,5/21/2014,260000,6,2.0,2220,1.0,2220,0,142 11th St SE,WA 98002,King County,USA,0,0,1,1,0,0,0,1
1126,5/21/2014,655000,4,3.5,2350,2.0,1670,680,11221 NE 106th Pl,WA 98033,King County,USA,0,1,0,1,0,0,0,1
1127,5/21/2014,1185000,3,2.25,2760,2.0,2760,0,13204 NE 45th St,WA 98005,King County,USA,0,0,1,1,0,1,0,0
1128,5/21/2014,1550000,3,2.5,4460,2.0,4460,0,126th Ln NE,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1129,5/21/2014,413800,3,2.0,1440,1.0,1440,0,23571-23613 NE Twinberry Way,WA 98053,King County,USA,0,0,1,1,0,0,0,1
1130,5/21/2014,950000,5,3.75,5330,2.0,3570,1760,832 Summerhill Ridge Dr NW,WA 98027,King County,USA,0,1,0,1,0,0,0,1
1131,5/21/2014,334990,4,2.5,2220,2.0,2220,0,11283-11399 5th Ave SW,WA 98146,King County,USA,0,0,1,1,0,0,0,1
1132,5/21/2014,2700000,5,4.75,5305,2.0,3745,1560,1010 6th St W,WA 98033,King County,USA,0,1,0,1,0,0,0,1
1133,5/21/2014,1030000,3,4.0,3880,2.0,3700,180,8090 Juanita Dr NE,WA 98034,King County,USA,0,1,0,1,0,0,0,1
1134,5/21/2014,1130000,4,3.25,3810,1.0,2680,1130,10022 NE 110th St,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1135,5/21/2014,556000,3,3.0,1960,2.0,1600,360,1150 NE Park Dr,WA 98029,King County,USA,0,0,1,1,0,0,0,1
1136,5/21/2014,360000,3,2.5,1530,3.0,1530,0,933 N 97th St,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1137,5/22/2014,480000,4,2.25,3250,2.0,3250,0,28030 185th Pl SE,WA 98042,King County,USA,0,0,1,1,0,0,0,1
1138,5/22/2014,324000,3,2.5,1750,2.0,1750,0,11201 SE 190th Pl,WA 98055,King County,USA,0,0,1,1,0,0,0,1
1139,5/22/2014,1050000,4,3.25,3440,2.0,3440,0,11704 NE 41st St,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1140,5/22/2014,275000,1,0.75,1170,1.0,880,290,37316 W Lake Walker Dr SE,WA 98022,King County,USA,0,0,1,1,0,0,0,1
1141,5/22/2014,180000,3,1.0,870,1.0,870,0,19654 SE 260th St,WA 98042,King County,USA,0,0,1,1,0,0,0,1
1142,5/22/2014,749000,4,2.5,2930,2.0,2930,0,1645 219th Pl SE,WA 98075,King County,USA,0,0,1,1,0,0,0,1
1143,5/22/2014,1600000,3,2.5,3160,1.0,1820,1340,9410 Lake Washington Blvd NE,WA 98004,King County,USA,0,1,0,1,0,1,0,0
1144,5/22/2014,373500,2,1.0,800,1.0,800,0,108 NW 41st St,WA 98107,King County,USA,0,0,1,1,0,0,0,1
1145,5/22/2014,770000,4,2.5,2350,2.0,2350,0,14019 SE 61st Pl,WA 98006,King County,USA,0,0,1,1,0,1,0,0
1146,5/22/2014,356000,2,1.75,1060,1.0,1060,0,15523 187th Ave NE,WA 98072,King County,USA,0,0,1,1,0,0,0,1
1147,5/22/2014,625000,3,1.75,2060,1.0,1350,710,6619 147th Ct NE,WA 98052,King County,USA,0,0,1,1,0,0,0,1
1148,5/22/2014,494400,2,1.75,1560,1.0,780,780,115 Blaine St,WA 98109,King County,USA,0,0,1,1,0,0,0,1
1149,5/22/2014,585000,4,1.75,3000,1.0,1500,1500,3901 Park Ave N,WA 98056,King County,USA,0,1,0,1,0,0,0,1
1150,5/22/2014,926300,3,1.5,1660,2.0,1660,0,1814 1st Ave W,WA 98119,King County,USA,0,0,1,1,0,0,0,1
1151,5/22/2014,600000,3,1.75,1650,1.0,1040,610,547 NE 81st St,WA 98115,King County,USA,0,0,1,1,0,0,0,1
1152,5/22/2014,430000,4,3.0,3220,2.0,2450,770,20301 96th Ave S,WA 98031,King County,USA,0,0,1,1,0,0,0,1
1153,5/22/2014,307000,3,1.5,2320,1.0,2320,0,26905 NE Cherry St,WA 98019,King County,USA,0,0,1,1,0,0,0,1
1154,5/22/2014,604700,4,2.75,2750,1.0,1720,1030,27318 10th Pl S,WA 98198,King County,USA,0,1,0,1,0,0,0,1
1155,5/22/2014,219900,3,1.0,910,1.0,910,0,303 SW 108th St,WA 98146,King County,USA,0,0,1,1,0,0,0,1
1156,5/22/2014,270000,2,1.5,840,2.0,840,0,9122 23rd Ave NE,WA 98115,King County,USA,0,0,1,1,0,0,0,1
1157,5/22/2014,432000,3,2.25,1470,2.0,1090,380,7202 California Ave SW,WA 98136,King County,USA,0,0,1,1,0,0,0,1
1158,5/22/2014,300000,6,2.0,2040,1.0,2040,0,555 Index Ave NE,WA 98056,King County,USA,0,0,1,1,0,0,0,1
1159,5/22/2014,361000,3,1.0,1100,1.5,1100,0,28764 Redondo Beach Dr S,WA 98198,King County,USA,1,0,0,1,0,0,0,1
1160,5/22/2014,249950,2,1.0,940,1.0,940,0,628 SW 136th St,WA 98166,King County,USA,0,0,1,1,0,0,0,1
1161,5/22/2014,320000,3,2.0,1110,1.0,1110,0,17040 426th Ave SE,WA 98045,King County,USA,0,0,1,1,0,0,0,1
1162,5/22/2014,305000,4,1.75,2200,1.5,1400,800,12036 23rd Ave S,WA 98168,King County,USA,0,0,1,1,0,0,0,1
1163,5/22/2014,503000,2,1.75,2860,1.0,1510,1350,4338 SW 307th St,WA 98023,King County,USA,1,0,0,0,1,0,0,1
1164,5/22/2014,235750,2,1.0,740,1.0,740,0,11050 24th Pl SW,WA 98146,King County,USA,0,0,1,1,0,0,0,1
1165,5/22/2014,657000,4,1.75,2740,1.0,1370,1370,5524 S Morgan St,WA 98118,King County,USA,0,1,0,1,0,0,0,1
1166,5/22/2014,385000,3,1.0,1250,1.0,1250,0,16204 SE 8th St,WA 98008,King County,USA,0,0,1,1,0,1,0,0
1167,5/22/2014,389950,4,2.5,3140,2.0,3140,0,32800 7th Ave SW,WA 98023,King County,USA,0,0,1,1,0,0,0,1
1168,5/22/2014,150000,2,1.0,820,1.0,820,0,10218 Aqua Way S,WA 98168,King County,USA,0,0,1,1,0,0,0,1
1169,5/22/2014,254500,4,2.75,2570,2.0,1720,850,1621 56th Ct SE,WA 98092,King County,USA,0,0,1,1,0,0,0,1
1170,5/22/2014,555000,4,2.25,2350,1.0,1430,920,15800 SE 50th St,WA 98006,King County,USA,0,0,1,1,0,1,0,0
1171,5/22/2014,1075000,4,3.0,3600,1.0,2100,1500,2646 168th Ave SE,WA 98008,King County,USA,1,0,0,1,0,1,0,0
1172,5/22/2014,245000,4,2.0,1580,1.0,1040,540,2306 S 284th Pl,WA 98003,King County,USA,0,0,1,1,0,0,0,1
1173,5/22/2014,319950,2,1.0,1070,1.0,1070,0,7057 S Lakeridge Dr,WA 98178,King County,USA,0,1,0,1,0,0,0,1
1174,5/22/2014,337000,3,1.0,1070,1.0,1070,0,12551 Roosevelt Way NE,WA 98125,King County,USA,0,0,1,1,0,0,0,1
1175,5/22/2014,492000,4,2.0,1640,2.0,1640,0,639 NW 52nd St,WA 98107,King County,USA,0,0,1,1,0,0,0,1
1176,5/22/2014,1170000,3,2.75,2890,2.0,2830,60,4506 Lake Washington Blvd NE,WA 98033,King County,USA,0,1,0,1,0,0,0,1
1177,5/22/2014,348580,3,1.0,1220,1.0,1220,0,14405 105th Ave NE,WA 98034,King County,USA,0,0,1,1,0,0,0,1
1178,5/22/2014,180000,2,1.0,1400,1.0,900,500,309 Hardie Ave NW,WA 98057,King County,USA,0,0,1,1,0,0,0,1
1179,5/22/2014,400000,3,1.0,1040,1.0,1040,0,5440 42nd Ave SW,WA 98136,King County,USA,0,0,1,1,0,0,0,1
1180,5/22/2014,295000,4,2.0,980,1.0,980,0,17026 426th Ave SE,WA 98045,King County,USA,0,0,1,1,0,0,0,1
1181,5/22/2014,910000,4,3.25,3340,1.5,2240,1100,15243 NE 71st Ct,WA 98052,King County,USA,0,0,1,1,0,0,0,1
1182,5/22/2014,1150000,6,4.5,6040,2.0,4100,1940,4616 252nd Ave SE,WA 98029,King County,USA,0,0,1,1,0,0,0,1
1183,5/22/2014,431500,3,3.5,1900,2.0,1430,470,6527 41st Ave SW,WA 98136,King County,USA,0,0,1,1,0,0,0,1
1184,5/22/2014,180000,4,1.5,1740,1.0,1020,720,13904 24th Ave S,WA 98168,King County,USA,0,0,1,1,0,0,0,1
1185,5/22/2014,677000,3,2.0,2000,1.0,1100,900,1330 N Lucas Pl,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1186,5/22/2014,1180500,3,1.75,1610,1.0,1090,520,1015 36th Ave E,WA 98112,King County,USA,0,0,1,1,0,0,0,1
1187,5/22/2014,635700,4,2.5,3240,1.0,1860,1380,2069 211th Ave NE,WA 98074,King County,USA,0,0,1,1,0,0,0,1
1188,5/22/2014,482000,5,2.25,2230,1.0,1320,910,16218 195th Pl NE,WA 98077,King County,USA,0,0,1,1,0,0,0,1
1189,5/22/2014,168000,2,2.5,1160,2.0,1160,0,8601-8633 26th Ave SW,WA 98106,King County,USA,0,0,1,1,0,0,0,1
1190,5/22/2014,805000,4,2.75,2410,1.0,1410,1000,3210 NW 58th St,WA 98107,King County,USA,0,0,1,1,0,0,0,1
1191,5/22/2014,398000,2,1.0,590,1.5,590,0,29613-29615 232nd Ave SE,WA 98010,King County,USA,0,0,1,1,0,0,0,1
1192,5/22/2014,665000,4,2.5,2600,2.0,2600,0,14623 SE 82nd Ct,WA 98059,King County,USA,0,0,1,1,0,0,0,1
1193,5/22/2014,592500,4,3.0,2170,1.0,1370,800,18504 NE 21st St,WA 98052,King County,USA,0,0,1,1,0,0,0,1
1194,5/22/2014,940000,4,2.75,2080,1.5,2080,0,6042 Sycamore Ave NW,WA 98107,King County,USA,0,0,1,1,0,0,0,1
1195,5/22/2014,655000,4,2.5,2860,2.0,2860,0,2853 234th Ave SE,WA 98075,King County,USA,0,0,1,1,0,0,0,1
1196,5/22/2014,622500,4,2.5,2980,2.0,2980,0,34823 Rhododendron Dr SE,WA 98065,King County,USA,0,0,1,1,0,0,0,1
1197,5/22/2014,380000,2,2.5,1230,2.0,1060,170,2031 S Washington St,WA 98144,King County,USA,0,0,1,1,0,0,0,1
1198,5/22/2014,648360,4,1.75,2260,1.0,1130,1130,137 18th Ave,WA 98033,King County,USA,0,0,1,1,0,0,0,1
1199,5/22/2014,432000,3,2.75,2200,1.0,1100,1100,21013 NE 60th Pl,WA 98053,King County,USA,0,0,1,1,0,0,0,1
1200,5/22/2014,1050000,4,2.5,3030,1.5,3030,0,3255 111th Ave SE,WA 98004,King County,USA,0,0,1,1,0,1,0,0
1201,5/22/2014,353250,2,1.0,1060,2.0,1060,0,1523 30th Ave S,WA 98144,King County,USA,0,0,1,1,0,0,0,1
1202,5/22/2014,1000000,4,3.0,4260,2.0,4260,0,2432 267th Ct SE,WA 98075,King County,USA,0,0,1,1,0,0,0,1
1203,5/22/2014,320000,3,2.25,998,2.0,798,200,820 NW 95th St,WA 98117,King County,USA,0,0,1,1,0,0,0,1
1204,5/22/2014,349900,4,2.5,2052,2.0,2052,0,35650 30th Ave S,WA 98003,King County,USA,0,0,1,1,0,0,0,1
1205,5/22/2014,330000,4,3.5,3150,2.0,3150,0,22547 134th Pl SE,WA 98042,King County,USA,0,0,1,1,0,0,0,1
1206,5/22/2014,408000,3,2.25,1950,1.0,1950,0,3742 S 192nd St,WA 98188,King County,USA,0,0,1,1,0,0,0,1
1207,5/22/2014,321000,3,2.25,1347,3.0,1347,0,14007-14017 35th Ave NE,WA 98125,King County,USA,0,0,1,1,0,0,0,1
1208,5/22/2014,1051000,4,3.75,3860,2.5,3860,0,2603 NE Davis Loop,WA 98029,King County,USA,0,0,1,1,0,0,0,1
1209,5/22/2014,2150000,4,5.5,5060,2.0,5060,0,1500-1598 98th Ave NE,WA 98004,King County,USA,0,0,1,1,0,1,0,0
1210,5/22/2014,359000,3,1.5,1360,3.0,1360,0,709 N 94th St,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1211,5/22/2014,300000,5,2.5,2760,2.0,2760,0,843 S Rose St,WA 98108,King County,USA,0,0,1,1,0,0,0,1
1212,5/22/2014,380000,5,3.5,2420,2.0,2420,0,8803 38th Ave S,WA 98118,King County,USA,0,0,1,1,0,0,0,1
1213,5/22/2014,660000,3,2.5,2450,2.0,2450,0,10741 242nd Pl NE,WA 98053,King County,USA,0,0,1,1,0,0,0,1
1214,5/22/2014,355000,3,2.25,1280,3.0,1280,0,8526 Nesbit Ave N,WA 98103,King County,USA,0,0,1,1,0,0,0,1
1215,5/22/2014,259000,3,2.5,1550,2.0,1550,0,1506 51st St NE,WA 98002,King County,USA,0,0,1,1,0,0,0,1
1216,5/22/2014,353000,1,1.0,550,2.0,550,0,1620 14th Ave,WA 98122,King County,USA,0,0,1,1,0,0,0,1
